text,ECON,CULT
"Essentially, the initiative demands that the total area of ​​existing building zones may not be expanded in the future. Furthermore, dense construction and sustainable forms of living and working should be encouraged. Last but not least, only specific buildings and facilities outside of building zones should be permitted.",-0.46 ,0.64 
"The ""Federal Act on Tax Reform and AHV Financing
(TRAF)"" abolishes the reduced taxation of status companies.
To prevent the exodus of companies, the cantons should be allowed to implement new, internationally recognized tax policy measures. These include, among others, the patent box, deductions
for research and development, and the interest-adjusted profit tax,
renamed the deduction for self-financing and restricted so that it
can effectively only be used by the Canton of Zurich. To enable the cantons to further reduce their profit taxes, their share of direct federal tax will be increased from 17.0% to 21.2%. To this extent, the proposal is largely consistent with CTR III. However, as a counter-financing measure, the dividend tax (federal) or the minimum dividend tax (cantons) will be increased, and the capital contribution principle will be restricted. As a social equalization measure, the AHV will receive an additional CHF 2.1 billion annually, for which, among other things, employee and employer contributions will be increased by 0.15%. Finally, the TRAF also includes changes to the fiscal equalization system regarding the weighting of corporate profits.",0.30 ,0.20 
"The amended Weapons Act now requires the marking of all essential components of a weapon to facilitate the clarification of the weapon's origin. The exchange of information with other Schengen states regarding persons denied a weapon for security reasons will be expanded. In the future, an exemption permit will be required for the acquisition of semi-automatic weapons. However, various exceptions for the acquisition of military weapons, for sports shooters, weapon collections, and previous owners of semi-automatic weapons continue to permit the use of such weapons in Swiss shooting sports.",0.00 ,0.30 
"The Housing Initiative demands that the federal and cantonal governments provide greater support for the construction of affordable housing. Across Switzerland, at least 10% of the housing to be built should be non-profit housing. To implement this, municipalities should be able to introduce a right of first refusal for land sales; the cantons' right should be expanded. Furthermore, renovations should only be publicly funded if they do not lead to the loss of affordable housing.",-0.70 ,0.20 
"The criminal law already protects people from discrimination based on their race, ethnicity, or religion. The amendment to the law will also punish those who discriminate against people based on their sexual orientation, provided that this discrimination is public and intentional and violates the human dignity of those affected.
The penalty is a fine or imprisonment of up to three years.",0.00 ,0.64 
The limitation initiative calls for the termination of the agreement on the free movement of persons with the EU.,-0.39 ,-0.72 
"The revision of the Hunting Act proposes an adjustment of wildlife protection regulations: protection for several species is to be relaxed, while other species – such as various waterfowl – are to be better protected than before. At the center of the debate is the wolf: cantons will be able to regulate its population without federal approval in the future. It should also be possible to shoot it before it causes damage if an animal exhibits unusual or dangerous behavior.
Furthermore, wildlife habitats are to be better connected, and compensation for attacks by wild animals is to be adjusted.",0.17 ,-0.23 
"The amendment to the Federal Act on Direct Federal Taxation provides for an increase in two tax deductions at the federal level: First, the deduction for the costs of third-party childcare will increase from the current maximum of CHF 10,100 to CHF 25,000 per child per year. This will make the costs of an average daycare place deductible for four to five days instead of the current two days per week. Second, the general child allowance will be increased from CHF 6,500 to CHF 10,000 per child per year. If adopted, the Federal Council expects annual revenue shortfalls of CHF 380 million.",0.29 ,0.33 
"The amendment to the Earnings Compensation Act provides for the creation of two weeks of paternity leave. This can be taken flexibly within six months of the birth of the child. It will be financed through the Earnings Compensation Scheme. To finance the estimated annual costs of CHF 230 million, the deduction for the loss of earnings compensation is to be increased from 0.45 to 0.5 percent of salary.",-0.39 ,0.43 
The federal decree on the procurement of new fighter aircraft provides for a maximum credit line of six billion Swiss francs. The funds will be used to procure new fighter aircraft to replace the existing F-5 Tiger and F/A-18 aircraft starting around 2030. The decision on the type of fighter jet and the number of aircraft to be procured will be left to the Federal Council at a later date. Sixty percent of the purchase price is to be offset through offset transactions in Switzerland.,0.27 ,-0.37 
"The popular initiative calls for an expansion and tightening of liability rules for the activities of Swiss companies abroad and for foreign companies controlled by Swiss companies. Human rights and internationally agreed environmental standards should be observed at all times. A duty of care should also apply to other companies in the supply chain, such as suppliers of subsidiaries controlled by Swiss companies.",-0.53 ,0.66 
"The initiative demands that institutional investors such as the Swiss National Bank, foundations, and state and occupational pension funds withdraw from financing the production of war material. Investments or loans to such actors should be prohibited. Furthermore, the Federal Council should work internationally to ensure that private banks and insurance companies also adhere to the relevant regulations. Investments in the areas of demining, hunting, and sporting weapons would be exempt from the regulations.",-0.37 ,0.53 
"The Federal Constitution is to be amended to include a new Article 10a, ""Prohibition of the Covering of One's Face."" Paragraph 1 prohibits the covering of the face in public spaces and publicly accessible places. This does not apply to religious sites. Paragraph 2 explicitly prohibits forcing a person to cover their face based on their gender. Paragraph 3 regulates exceptions to the ban. Such exceptions should be permitted exclusively for reasons of health, safety, climatic conditions, and local customs.",0.10 ,-0.75 
"The E-ID Act creates the legal basis for the issuance of electronic identification tools that the public can use to identify themselves online. It provides for three different security levels for the E-ID, depending on the intended use, each with different identification requirements. The provision of the E-ID involves a division of responsibilities between the state and private individuals: The state officially verifies and confirms a person's identity. Private E-ID operators, known as identity providers, implement the E-ID technically. The law only sets out a few guidelines, such as those for data protection, but is formulated in a technology-neutral manner. It aims to enable various solutions that compete with one another and ensure continuous adaptation to technological change.",0.52 ,0.34 
"The EFTA states (Norway, Iceland, Liechtenstein, and Switzerland) have jointly negotiated a free trade agreement with Indonesia. This agreement provides, among other things, for customs relief for Switzerland on the majority of its exported goods. In return, Indonesia is permitted to export industrial goods to Switzerland duty-free. Customs relief and quotas are provided for agricultural products – including palm oil. To protect people and the environment, these are only to be applied if the exported products meet defined sustainability standards. This is a novelty in the context of free trade agreements.",0.44 ,0.48 
"The Pesticide Initiative calls for a ban on the use of synthetic pesticides in agriculture, in the processing of agricultural products, and in soil and landscape management. It also calls for a ban on the import of food produced using synthetic pesticides.",-0.71 ,0.68 
"The Drinking Water Initiative also calls for a reduction in pesticide use in agriculture. However, it aims to achieve this through the direct payments system: farms that use pesticides should no longer receive them. The same applies to the prophylactic use of antibiotics. Furthermore, farms should provide their animals with feed produced on the farm if they wish to qualify for direct payments. The purchase of additional feed would be excluded.",-0.59 ,0.57 
"On the one hand, the COVID-19 Act contains measures to mitigate the consequences of the pandemic, such as hardship assistance for businesses, COVID-19 loss of income compensation for self-employed individuals with caregiving responsibilities or in quarantine, and short-time work compensation for companies that have to close their doors or restrict their activities due to the pandemic. On the other hand, the Act also provides the Federal Council with the authority to deviate from existing laws in numerous areas to combat the pandemic. For example, it can issue regulations restricting treatment in hospitals, conducting general meetings electronically, or imposing restrictions in the asylum sector.",-0.40 ,-0.31 
"The proposal sets an emissions reduction target of 50 percent by 2030 compared to 1990; at least three-quarters of the emission reductions are to be achieved through domestic measures.
To achieve this goal, among other things, a limit of a maximum of 20 kilograms of CO2 per square meter of energy reference area per year is to apply to old buildings from 2023 onwards if the heating system needs to be replaced.
Furthermore, an air ticket tax is to be introduced, which is to amount to between 30 and 120 francs, depending on the distance traveled. Driving a car is also to become more expensive: Fuel importers will have to offset a larger share of CO2 emissions, which in turn will impact the price of gasoline. More than half of the money from the CO2 tax and the air ticket tax is to be redistributed to the population via health insurance premiums.
Finally, a climate fund is to be created; These funds will be used, among other things, to continue the building program and for district heating connections, as well as for measures that support adaptation to climate change. This climate fund is primarily financed from fuel and airline ticket taxes.",-0.64 ,0.61 
"The Federal Act on Police Measures to Combat Terrorism (PMT) is part of a strategy to strengthen the fight against terrorism. It provides for stricter measures that can be imposed outside of court proceedings against individuals who may be planning a terrorist attack. These include, for example, contact or travel bans and reporting requirements. Furthermore, house arrest is provided for as a last resort for individuals aged 12 and older, although this would have to be decided by a court of enforcement. Police and intelligence services are also given the opportunity to conduct covert searches on the internet and social media.",0.00 ,-0.69 
"Capital income components (such as interest or dividends) above a yet-to-be-determined tax-free allowance – the Young Socialists (Juso) have told the media that this is CHF 100,000 – will now be taxed at 150%. The additional tax revenue will be used to reduce taxation on individuals with low or middle incomes or to make transfer payments for social welfare.",-0.91 ,0.46 
"The ""Marriage for All"" bill proposes an amendment to the Civil Code to open marriage to same-sex couples. The bill also provides same-sex couples with easier access to naturalization for their partners and joint adoption of children. Furthermore, married lesbian couples will be granted access to sperm donation.",0.00 ,0.96 
"The popular initiative ""For Strong Care (Care Initiative)"" demands that the federal and cantonal governments ensure adequate, high-quality care that is accessible to all. They should ensure that sufficient qualified nursing staff are trained in Switzerland to meet demand, particularly in light of demographic trends. The federal government should establish appropriate working conditions for nursing staff. Furthermore, nursing staff should be able to independently bill for services to the mandatory health insurance system.",-0.68 ,0.39 
The Justice Initiative aims to reform the system for appointing the judiciary. A commission of experts appointed by the Federal Council will select suitable candidates for judicial positions at the Federal Supreme Court. New federal judges will be drawn from this pool by lot. They will remain in office for a maximum of five years after retirement and can only be removed from office through impeachment proceedings. The lottery process takes into account a representative representation of the official languages.,0.00 ,0.50 
"In addition to expanding hardship aid for companies, the legislative amendment affects Corona income replacement and short-time work compensation, as well as numerous additional financial aid measures, for example for institutions providing supplementary childcare, for cultural workers, or to compensate for advertising losses for private radio and television stations. In addition to the mandate to create the COVID-19 certificate, the federal government will also be given responsibility for contact tracing; at the same time, however, cantonal governments must be more closely involved in crisis policy. Furthermore, the comprehensive revision package includes a funding and development program for COVID-19 drugs, the possibility of holding initiatives without referendums, and certificates, as well as quarantine relief for vaccinated or recovered individuals. Still not regulated by the COVID-19 Act are the mask requirement on public transport, the closure of facilities, and event bans, all of which are based on the Epidemic Act.",-0.62 ,-0.33 
"The initiative aims to establish a general ban on animal testing and research on humans. This ban excludes so-called first-time applications, which are in the overriding interest of the humans and animals involved. The ban affects the development of new drugs, therapies, and chemicals, as well as scientific teaching and basic research. Furthermore, if the initiative is adopted, no products developed using animal testing will be allowed to be imported. Furthermore, non-animal research should receive at least the same level of government support as research using animal testing currently does.",-0.70 ,0.80 
"The initiative aims to ban tobacco advertising directed at or accessible to minors. To this end, advertising in print and social media, on the internet, on billboards, at kiosks, and in cinemas, as well as the sponsorship of events by tobacco producers, should be prohibited if they could reach minors. The same rules should also apply to e-cigarettes. Advertising for tobacco products should only be permitted if it reaches adults exclusively, for example, in the form of promotional emails or targeted advertising on social media.",-0.30 ,-0.50 
"The amendment to the stamp duty law provides for the abolition of issuance duties. Currently, companies are taxed at 1% on equity capital raised above an exemption limit of CHF 1 million. This tax, which previously generated an average of CHF 250 million per year for the federal government, is now to be abolished.",0.68 ,0.00 
"The first part of the package provides for an expansion of the subsidy for newspaper delivery costs: Support for the distribution of subscription newspapers is to be increased from 30 million to 50 million francs and also extended to newspapers with higher circulations.

A subsidy of 40 million francs will be introduced for the Sunday delivery of subscription newspapers. Furthermore, 30 million francs will be made available for the delivery of club and association magazines, 10 million more than before. Furthermore, 109 million francs will benefit licensed local radio and regional television stations (28 million more than before).

The second part of the package provides 28 million francs for news agencies, training, self-regulatory organizations, and digital projects (previously 5 million francs).

Finally, the third part provides 30 million francs in support for online media. This is aimed only at media that are partially financed by readers and not at free offerings.",-0.61 ,0.43 
"The revision of the Film Act requires streaming services to invest at least 4 percent of their revenue generated in Switzerland in independent Swiss films. The investment requirement for Swiss TV providers of the same amount remains in place. The federal government estimates the additional revenue due to the expanded investment requirement at CHF 18 million. Furthermore, streaming services must now consist of at least 30 percent European films and series. For television broadcasters, this quota remains at 50 percent. Advertising services can be credited towards the levy up to an amount of CHF 500,000.",-0.52 ,0.54 
"The amendment to the Transplantation Act, which was passed as an indirect counterproposal to the popular initiative ""Promote Organ Donation – Save Lives,"" stipulates that organs, tissue, and cells may be removed from a deceased person if the person has not objected during their lifetime. However, if the deceased person's wishes are unknown, the next of kin may object to organ removal, provided this presumably corresponds to the deceased person's wishes. If no next of kin can be reached, organ removal is not permitted.",-0.11 ,0.52 
"The expansion of the European Border and Coast Guard Agency has various implications for Switzerland. Financially, Switzerland's contribution will gradually increase from CHF 24 million (2021) to an estimated CHF 61 million by 2027, according to the funding key. Because around 10,000 people are to be available as a reserve for controlling the Schengen external borders and for return assistance by 2027, Switzerland must also provide additional border guards. Depending on the need, this could amount to up to 40 full-time positions (compared to six full-time positions in 2021). The reform is intended not only to strengthen border protection but also to improve the protection of fundamental rights for refugees through the establishment of a legal department at the European level. Due to the adoption of the EU regulation, an amendment to the Foreign Nationals and Integration Act will also be necessary, but this plays a minor role in Parliament and in the referendum campaign.",0.20 ,-0.38 
"The initiative aims to incorporate the protection of dignity in agricultural animal husbandry into the constitution and to prohibit factory farming. Specifically, the federal government must establish criteria, including animal-friendly housing and the maximum group size per barn, and also issue regulations regarding the import of animals and animal products that take the new constitutional article into account. The requirements regarding animal dignity must at least correspond to those of the 2018 Bio Suisse standards.",-0.40 ,0.73 
"The second proposal increases the standard VAT rate by 0.4 percentage points to 8.1 percent, and the reduced rate and the special rate for accommodation services by 0.1 percentage points to 2.6 percent and 3.8 percent, respectively.",-0.40 ,0.07 
"The revision of the AHV Act provides for an increase in the retirement age for women in four steps of three months each, from 64 to 65. Part of the resulting savings will be used for income-related compensation measures for the first nine affected women. There will also be changes to the starting point of pension payments for both sexes: The retirement age can now be freely determined monthly between the ages of 63 and 70, and can also only apply to part of the employment period. Those who continue to work will also be able to increase their pension in the future, provided they have not yet reached the maximum pension.",0.33 ,0.27 
"The proposal proposes two changes. First, domestic bonds will be exempt from the withholding tax levied on interest. Currently, this tax is 35% and is automatically refunded by the tax authorities to private individuals residing in Switzerland when they declare their assets. Private individuals residing abroad and companies will receive a partial refund upon request. Second, the proposal proposes the abolition of the 1.5% Swiss transfer tax on domestic bonds and other domestic securities. The 3% Swiss transfer tax on foreign securities will not be affected by the legislative amendment.",0.69 ,0.00 
"In the future, companies with a turnover of over EUR 750 million would be required to tax their profits in all OECD countries at a rate of at least 15 percent. Switzerland was not required to implement this minimum taxation. If it did not do so, and if the taxes of such a company, whose parent company is based in Switzerland, were below 15 percent, the new OECD regulations would allow countries in which the company has subsidiaries to levy the tax difference for the company in question. To prevent this, the Federal Council proposed the creation of a supplementary tax in a constitutional amendment. This would be levied ""if a group of companies operating in Switzerland [with a minimum worldwide turnover of CHF 750 million] does not achieve the minimum taxation in Switzerland or abroad.""",-0.31 ,0.00 
"With its indirect counterproposal, the Commission aimed to enact legislation as quickly as possible to achieve net zero by 2050. Different decarbonization targets were defined for the various sectors: the building and transport sectors are to become climate-neutral by 2050; and industry is to emit 90 percent fewer greenhouse gases by the same date (compared to 1990). A reduction path with intermediate targets is envisaged for this reduction, with a total of 75 percent fewer emissions by 2040. The draft law is also intended to align the financial flows of Swiss institutions with climate-friendly policies and intensify adaptation measures to climate change. The UREK-NR provided for various funding instruments to achieve these goals. For example, new technologies for reducing greenhouse gas emissions are to be supported with CHF 1.2 billion over a six-year period. The draft also provided for a funding program worth CHF 200 million annually for the replacement of fossil-fuel and electric heating systems, as well as for building renovations. Amendments to the Energy Act are planned for the implementation of this funding program. The Federal Council will propose measures to implement the remaining goals, primarily in the CO2 Act.",-0.69 ,0.61 
"Because a further wave of coronavirus infections cannot be ruled out and the existing COVID-19 Act is limited to December 31, 2022, the National Council and the Council of States have extended certain provisions of this law to protect public health until the end of June 2024. The question of how long the costs of coronavirus tests would continue to be covered and by whom was particularly controversial in the councils. Ultimately, it was decided that the current testing regime would end at the end of 2022, and from 2023 onwards, only medically necessary tests would be covered by health insurance.",-0.20 ,-0.30 
"The initiative calls for an annual supplement of one-twelfth of the annual pension for those receiving an old-age pension. This supplement should neither reduce supplementary benefits nor result in the loss of entitlement to them.
The initiative would have positive effects for recipients of AHV (Old Age and Survivors' Insurance) old-age pensions: If the initiative is adopted, they would receive higher AHV benefits, which would improve their financial situation. However, these positive effects are offset by negative effects, particularly regarding financing: If the initiative is adopted, annual expenditures for old-age and survivors' insurance would increase. The additional expenditures would reach approximately CHF 5 billion in 2032. Additional expenditures of this magnitude would further exacerbate the already existing financial challenges of the AHV (Old Age and Survivors' Insurance) due to rising life expectancy and the transition of the ""baby boom"" generation to retirement age.",-0.76 ,0.13 
"As a first step, the initiative calls for an increase in the retirement age for men and women to 66. Following this first step, the initiative calls for the retirement age to be linked to the average life expectancy of the Swiss resident population at age 65. This adjustment should be made annually in increments of no more than two months and announced to the affected individuals five years before reaching retirement age.",0.69 ,-0.14 
"In the future, the portion of health insurance premiums that exceeds 10 percent of disposable income would be reimbursed through premium reductions. At least two-thirds of these reductions would be borne by the federal government and one-third by the cantons.",-0.66 ,0.33 
"In its initiative ""For Lower Premiums – Cost Control in Healthcare"" (Cost Control Initiative), the Christian Democratic People's Party (CVP), and later the Center Party (Centre), demanded that the costs covered by the Occupational Pension Fund (OKP) be allowed to increase at a maximum in line with the overall economy and average wages. Otherwise, the federal and cantonal governments would be required to implement cost-cutting measures.",0.40 ,0.00 
"The popular initiative ""For Freedom and Physical Integrity,"" launched by the Freedom Movement of Switzerland (FBS), demanded that all state interventions in a person's physical or mental integrity require their consent and should not result in punishment or disadvantages if someone refuses to consent to such an intervention. The referendum can be understood as a response to the COVID-19 pandemic and the associated debates about mandatory vaccination.",0.00 ,0.81 
"Its main objective is to strengthen long-term electricity supply security with domestic, renewable energy.",-0.29 ,0.45 
"The initiative essentially aims to better protect nature, the landscape, and architectural heritage. In doing so, it pursues similar goals to the federal government, but aims to strengthen and complement existing instruments by enshrining them in the constitution. It intends to introduce the following two key aspects into the constitution: an explicit obligation for the cantons to preserve landscapes, townscapes, and historical sites, and a strict framework for balancing interests in the event of significant interventions in protected areas. The initiative also demands that the federal government and the cantons provide the necessary space, resources, and instruments to safeguard and enhance biodiversity.",-0.40 ,0.62 
"The reform passed by Parliament on March 17, 2023, proposes reducing the minimum conversion rate for the mandatory portion of occupational pensions from 6.8 percent to 6 percent. The pension supplement for the transition generation will be paid to approximately half of the insured persons during a transitional period of 15 years. Based on the current legal basis, annual salaries between CHF 25,725 and CHF 88,200 are insured. This portion is referred to as the coordinated salary. With the reform, the coordinated salary will now amount to 80 percent of the annual salary up to CHF 88,200. Furthermore, the threshold for access to the second pillar will be lowered from CHF 22,050 to CHF 19,845.",0.30 ,0.10 
"The second part of the message, which proposed five new expansion projects for the national highways as part of the 2023 expansion phase, was more controversial. This expansion phase had already given rise to debate during the council debates. With the support of the three major conservative factions, however, both council chambers ultimately supported the proposal, increasing the number of expansion projects to six and the funding required for the expansion phase from CHF 4.4 billion to CHF 5.3 billion. The VCS and the umverkehR association—also supported by the Greens, the SP, and the GLP—filed a referendum against the expansion phase. They criticized in particular that the expansion projects would ultimately lead to more traffic and hinder sustainable mobility.",0.36 ,-0.40 
"A sublet now requires the written consent of the landlord in every case. Consent should also be able to be refused if the intended term of the sublease exceeds two years. Furthermore, landlords should be granted the right to terminate the existing main lease agreement within 30 days if the tenant violates the regulations and a reminder is ignored.",0.51 ,-0.22 
"A parliamentary initiative called for the expedited termination process for landlords or their family members who require the property for their own use. Likewise, the requirements for ""urgent personal use"" should be relaxed.",0.52 ,-0.28 
"This stipulated that health insurance companies would reimburse all outpatient and inpatient treatments in the future, with the cantons nationwide contributing a uniform minimum of 22.6 percent of the insurance companies' gross benefits. The following parliamentary debate focused on the role of the cantons – the extent of their contribution to the costs, but also their future competencies in the health sector – and on the question of whether the costs of long-term care should also be included in the EFAS. After the Council of States included the latter as a mandatory condition for cantonal support in the proposal and the National Council approved it somewhat reluctantly, the two chambers debated numerous detailed questions regarding the design of future healthcare financing until the 2023 winter session. In the final votes, both chambers clearly supported adoption of the reform.",-0.30 ,0.23 
"Juvenile convictions in Switzerland rose by 11% in 2023 compared to 2022. The Federal Statistical Office (FSO) reported more crimes committed by under 15-year-olds. Convictions for pornography and road traffic offenses also saw significant increases.

The number of offenders under 15 convicted under the Swiss Criminal Code rose by 60.2% between 2015 and 2023. The FSO highlighted increases in grievous bodily harm, brawling, and obstructing official acts, which nearly tripled over nine years. Nine juveniles were convicted of intentional homicide in 2023, with one offender aged 15.

A total of 23,080 juvenile convictions were recorded last year. Convictions for Criminal Code violations increased by 5%, continuing a trend since 2015. Convictions for criminal acts against sexual integrity nearly tripled since 2015, with pornography offenses almost quadrupling.

Youth convictions rose by 38.5% for males and 32.7% for females. There was a 23.7% increase among Swiss citizens and a 43.9% rise among those with foreign citizenship. Juvenile convictions for narcotics trafficking and consumption continued to decline, down 55.4% over nine years, and fell by 19.7% and 12.9% respectively compared to 2022.

Violations of the Road Traffic Act by juveniles increased by 16.3% compared to 2022, with 5,857 convictions last year. Serious offenses, mainly speeding, rose by 39.4%, while moderate offenses increased by 21.5%.

Adult convictions decreased by 1.4% in 2023, with 102,822 recorded for felonies or misdemeanors. Convictions for drug trafficking among adults fell by 14.2% compared to the previous year, and by 45.8% since 2015. However, property crime convictions, including theft, rose by 23.9% in 2023.",0.00 ,-0.30 
"The number of asylum applications submitted in Switzerland increased in May. The State Secretariat for Migration registered 2357 applications, around three percent more than in the previous month and around 15% more than in May 2023.

The largest number of applicants in May came from Afghanistan, namely 840. Around 500 of these applications were submitted in connection with the change in practice, whereby Afghan women are generally granted asylum due to the worsening situation for women and girls in their country.

241 newly arrived Afghan nationals submitted an application for asylum in May. The second highest number of applications came from Turks. They were followed by the countries of origin Eritrea, Algeria and Morocco, as the State Secretariat for Migration (SEM) announced on Monday.

In May, 3167 asylum applications were dealt with in the first instance. The authorities did not act on 1036. 873 people were granted asylum and 464 were granted temporary admission.",0.00 ,0.20 
"Six out of ten Swiss people oppose a third gender in official documents. This opinion has remained largely unchanged over the past year. The rejection is stronger among men compared to women.

According to a survey by the Leewas Institute for “20 Minuten” and Tamedia, 43% of women support a “diverse” gender entry, similar to the system in Germany. In contrast, only 35% of men support this change.

Overall, 57% of the population rejects the idea of a “diverse” gender entry. This is a slight decrease from last year, when the rejection rate was 62%.

Political affiliations also play a significant role in opinions on this matter. The SVP shows the least support, with only 16% in favor of a third gender. Meanwhile, 67% of SP members, 64% of Greens, and 58% of GLP members are open to the idea. The FDP and Center Party show moderate support, with 39% and 37% approval, respectively, close to the national average.

Geographical differences are minimal. Urban, agglomeration, and rural areas show similar approval rates, with cities at 36%, just one percentage point lower than other areas.

Age also influences opinions. Rejection is highest among 35 to 49-year-olds at 59%, followed by those aged 18 to 34 at 58%. The 50 to 64-year-olds are slightly more open-minded, with a 56% rejection rate.

Educational background impacts views on the third gender. Academics are the most supportive, with 52% in favor. Conversely, 61% of individuals with compulsory education or vocational training oppose the “diverse” entry.

The survey, conducted online from June 6 to 9, included 12,444 participants from across Switzerland. The margin of error is 2.2 percentage points.",0.00 ,-0.40 
"Forecasters are split on whether the Swiss National Bank (SNB) will maintain or lower the key interest rate next Thursday. Out of 20 economists surveyed by AWP, 12 predict the SNB will keep the rate at 1.50%, while eight anticipate a reduction to 1.25%.

There is no clear consensus among economists, with some admitting their predictions are only slightly better than chance. This uncertainty follows the SNB’s unexpected rate cut from 1.75% to 1.50% in March, which was the first move by a leading central bank to signal a change in interest rates.

Arguments for both sides hinge on inflation and economic conditions. Those favoring a rate cut cite the “moderate inflation trend,” noting core inflation at 1.2%, close to the SNB’s target range of 0-2%. They highlight May’s inflation rate of 1.4%, which, despite challenges like the rent effect, shows a positive inflation outlook, according to Brian Mandt from Luzerner Kantonalbank.

Conversely, some see signs that inflationary pressure may be increasing again, with rising wages potentially fueling inflation through second-round effects, making a rate cut less likely.

Economic growth also divides opinion. Advocates for a rate cut point to weak growth in the service sector and continued industrial sector weakness. However, ZKB Chief Economist David Marmet notes the industry’s outlook is brightening, and with the service sector still robust, monetary support may not be necessary. At 1.5%, the SNB retains enough flexibility to react to any crisis.

Vontobel Chief Economist Reto Cueni refers to SNB Chairman Thomas Jordan’s comments, indicating a targeted long-term interest rate around 1%. This limits the SNB’s maneuverability, leaving only two potential 0.25% cuts.

Exchange rates add to the uncertainty. Experts debate whether the Swiss franc’s recent strengthening or its previous weakness will influence the decision. Some believe the exchange rate trend could sway the interest rate decision.

Most experts expect the SNB to cut the rate again, either in June, September, or December, forecasting a year-end rate between 1.00% and 1.25%. The ECB’s rate cuts and the expected actions of the US Federal Reserve are seen as factors pushing the SNB to maintain interest rate differentials with the eurozone.",0.30 ,0.00 
"Like the Council of States, the Finance Committee of the National Council is also proposing to increase the budget for the armed forces by CHF 4 billion to CHF 29.8 billion between 2025 and 2028. It wants to leave the counter-financing largely to the Federal Council.

The Finance Committee of the National Council (FK-N) decided to increase the payment framework by 15 votes to 9 with one abstention, as committee chair Sarah Wyss (SP/BS) announced to the media in Bern on Thursday evening. In doing so, the committee wants to ensure that the army budget reaches the target value of one percent of gross domestic product by 2030.

Funding Measures
The proposed budget increase will be financed through four measures:

Reducing the cantonal share of direct federal tax.
Cutting international cooperation funds.
Implementing a cross-cutting reduction in federal personnel.
Redistributing funds within the Defense Department.
An increase in VAT was not considered by the FK-N, noted Wyss.",0.60 ,-0.50 
"The National Council has approved the deployment of the Swiss Armed Forces to assist with security at the World Economic Forum (WEF) in Davos for the next three years. The commitment credit of CHF 7.65 million earmarked for this purpose was also approved.

The decision aligns with the Security Policy Committee’s recommendation, highlighting the WEF as “a unique platform for Swiss diplomacy.” The forum advances Switzerland’s foreign and security policy interests and involves the protection of numerous foreign heads of state and ministers.

To finance the security measures, the Federal Council requested that Parliament approve CHF 7.65 million until 2027, contributing CHF 2.55 million per year.

A left-green minority’s motion to suspend the matter until the WEF Foundation disclosed its finances was rejected. They argued that the WEF should contribute more to security costs. However, the majority stated that the financial transparency of the Foundation was irrelevant, as the funds support the canton of Graubünden, not the WEF directly, as emphasized by Defence Minister Viola Amherd.

The Federal Council supports Graubünden by deploying up to 5,000 armed forces members to ensure security during the WEF, held annually in mid-January.

The next step is for the Council of States to decide on the bill.",0.50 ,-0.30 
"The Swiss National Council aims to ban the Swiss Armed Forces from NATO exercises that train for the “Alliance case,” fearing it would compromise Swiss neutrality.

On Thursday, the upper chamber approved a motion by 118 votes to 69 with three abstentions. If the Council of States also approves, the Federal Council must amend the relevant laws.

The “Alliance case” refers to Article 5 of the North Atlantic Treaty, stating that an attack on one NATO country is an attack on all, warranting collective defense.

Parliamentary documents indicate the National Council’s Security Committee believes defending NATO’s borders isn’t Switzerland’s duty and would align the country too closely with NATO.

Too Rigid for the Federal Council
Swiss Confederation President and Defense Minister Viola Amherd noted that NATO exercises now frequently include Article 5 elements. Switzerland aims to avoid participating in exercises solely focused on NATO’s border defense.

Amherd argued that the deteriorating security situation requires stronger cooperation. The motion is too restrictive, limiting the Federal Council’s flexibility. The government prefers to evaluate each participation individually, balancing security and foreign policy interests.

The Federal Council, along with a minority of the advisory committee, opposes the proposal, advocating for potential future cooperation with NATO. Jacqueline de Quattro (FDP/VD) mentioned that neutral Austria also participates in such exercises.
",0.00 ,-0.60 
"Unions and collectives across Switzerland have called for a women’s strike this Friday, focusing on equal pay, minimum wages, and living pensions.

“We are demonstrating for equal pay, equal treatment, and equal rights for all. We stand against attacks on women and sexual minorities,” reads an appeal from the Syna trade union.

The Syna demonstration in Zurich will be joined by events from the Feminist Strike Collective in Basel, Bern, Geneva, Lausanne, Winterthur, St. Gallen, Lucerne, and Bellinzona.

The main event will be in Bern, starting with activities on the Bundesplatz and concluding with a final declaration at 10 p.m. The Unia trade union highlights wage inequality, noting that 44 % of women with an apprenticeship earn less than CHF 5,000.

The Feminist Strike Collective Bern states that since the 2019 strike, financial situations for women, intersex, non-binary, trans, and agender (Finta) people have worsened, citing inflation and low wages.

Alliance F calls for better gender equality policies, protection against violence, equal pay, nationwide daycare, better part-time conditions, and parental leave.",-0.80 ,0.90 
